blockchain,chain_id,dt,layer,name,num_qualified_txs,num_raw_txs,num_success_txs,last_updated
gnosis,100,2024-05-06 00:00:00.000 UTC,L1,Gnosis,118434,144183,139811,2024-07-01 00:19:07.295055
polygon,137,2024-05-30 00:00:00.000 UTC,L1,Polygon PoS,4334311,4332289,3963737,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-03 00:00:00.000 UTC,L1,Avalanche C-Chain,125494,158717,152876,2024-07-01 00:19:07.295055
zora,7777777,2024-06-25 00:00:00.000 UTC,L2,ZORA,129936,156192,155379,2024-07-01 00:19:07.295055
blast,81457,2024-04-30 00:00:00.000 UTC,L2,Blast,458564,495894,481181,2024-07-01 00:19:07.295055
celo,42220,2024-06-12 00:00:00.000 UTC,L1,Celo,667533,713539,704630,2024-07-01 00:19:07.295055
scroll,534352,2024-04-12 00:00:00.000 UTC,L2,Scroll,221506,259175,247527,2024-07-01 00:19:07.295055
linea,59144,2024-05-23 00:00:00.000 UTC,L2,Linea,848140,1020294,1001883,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-18 00:00:00.000 UTC,L2,Polygon zkEVM,13882,33848,33365,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-22 00:00:00.000 UTC,L2,Polygon zkEVM,15273,21188,20688,2024-07-01 00:19:07.295055
ethereum,1,2024-04-24 00:00:00.000 UTC,L1,Ethereum,751316,1170710,1149639,2024-07-01 00:19:07.295055
base,8453,2024-04-12 00:00:00.000 UTC,L2,Base,1959647,2673267,2301101,2024-07-01 00:19:07.295055
fantom,250,2024-06-02 00:00:00.000 UTC,L1,Fantom,89068,169784,152610,2024-07-01 00:19:07.295055
mantle,5000,2024-05-31 00:00:00.000 UTC,L2,Mantle,277058,362460,349539,2024-07-01 00:19:07.295055
scroll,534352,2024-06-07 00:00:00.000 UTC,L2,Scroll,242035,286790,273119,2024-07-01 00:19:07.295055
ethereum,1,2024-04-03 00:00:00.000 UTC,L1,Ethereum,784039,1210894,1188212,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-06 00:00:00.000 UTC,L1,Avalanche C-Chain,120667,155269,149929,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-24 00:00:00.000 UTC,L2,Polygon zkEVM,11973,15477,15055,2024-07-01 00:19:07.295055
celo,42220,2024-04-30 00:00:00.000 UTC,L1,Celo,589439,648319,625882,2024-07-01 00:19:07.295055
scroll,534352,2024-04-18 00:00:00.000 UTC,L2,Scroll,245570,260039,254500,2024-07-01 00:19:07.295055
optimism,10,2024-04-26 00:00:00.000 UTC,L2,OP Mainnet,501234,651840,619642,2024-07-01 00:19:07.295055
zksync,324,2024-06-03 00:00:00.000 UTC,L2,zkSync Era,637217,637217,619746,2024-07-01 00:19:07.295055
blast,81457,2024-07-01 00:00:00.000 UTC,L2,Blast,4430,5331,5223,2024-07-01 00:19:07.295055
base,8453,2024-04-10 00:00:00.000 UTC,L2,Base,2013969,2911927,2369372,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-09 00:00:00.000 UTC,L1,Avalanche C-Chain,95682,119642,116365,2024-07-01 00:19:07.295055
optimism,10,2024-05-09 00:00:00.000 UTC,L2,OP Mainnet,404680,510791,487162,2024-07-01 00:19:07.295055
zora,7777777,2024-04-27 00:00:00.000 UTC,L2,ZORA,85857,112170,111404,2024-07-01 00:19:07.295055
scroll,534352,2024-06-10 00:00:00.000 UTC,L2,Scroll,219935,263509,247707,2024-07-01 00:19:07.295055
celo,42220,2024-05-26 00:00:00.000 UTC,L1,Celo,538152,603880,584150,2024-07-01 00:19:07.295055
gnosis,100,2024-04-20 00:00:00.000 UTC,L1,Gnosis,137346,157163,154492,2024-07-01 00:19:07.295055
base,8453,2024-06-13 00:00:00.000 UTC,L2,Base,2112282,3063420,2907114,2024-07-01 00:19:07.295055
ethereum,1,2024-06-22 00:00:00.000 UTC,L1,Ethereum,691403,1315593,1292528,2024-07-01 00:19:07.295055
base,8453,2024-04-15 00:00:00.000 UTC,L2,Base,1820999,2930554,2153500,2024-07-01 00:19:07.295055
bnb,56,2024-04-30 00:00:00.000 UTC,L1,BNB,2964898,3560220,3400564,2024-07-01 00:19:07.295055
bnb,56,2024-05-03 00:00:00.000 UTC,L1,BNB,2523155,3056457,2912392,2024-07-01 00:19:07.295055
celo,42220,2024-05-25 00:00:00.000 UTC,L1,Celo,519896,584156,567518,2024-07-01 00:19:07.295055
fantom,250,2024-05-28 00:00:00.000 UTC,L1,Fantom,89978,208528,181527,2024-07-01 00:19:07.295055
zksync,324,2024-06-12 00:00:00.000 UTC,L2,zkSync Era,552496,552493,539157,2024-07-01 00:19:07.295055
fantom,250,2024-06-29 00:00:00.000 UTC,L1,Fantom,152911,304464,284736,2024-07-01 00:19:07.295055
linea,59144,2024-06-28 00:00:00.000 UTC,L2,Linea,369178,442534,438435,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-07 00:00:00.000 UTC,L2,Arbitrum One,1024608,1650962,1237279,2024-07-01 00:19:07.295055
gnosis,100,2024-04-04 00:00:00.000 UTC,L1,Gnosis,136026,158975,157060,2024-07-01 00:19:07.295055
zora,7777777,2024-04-12 00:00:00.000 UTC,L2,ZORA,129064,798295,797231,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-29 00:00:00.000 UTC,L1,Avalanche C-Chain,102085,136463,132630,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-28 00:00:00.000 UTC,L1,Avalanche C-Chain,130281,169145,162464,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-08 00:00:00.000 UTC,L2,Arbitrum One,1222371,1702494,1428977,2024-07-01 00:19:07.295055
zora,7777777,2024-06-02 00:00:00.000 UTC,L2,ZORA,71538,88020,87464,2024-07-01 00:19:07.295055
ethereum,1,2024-05-03 00:00:00.000 UTC,L1,Ethereum,757000,1193630,1177660,2024-07-01 00:19:07.295055
mantle,5000,2024-06-05 00:00:00.000 UTC,L2,Mantle,274875,348381,335871,2024-07-01 00:19:07.295055
gnosis,100,2024-05-16 00:00:00.000 UTC,L1,Gnosis,137461,192731,172634,2024-07-01 00:19:07.295055
blast,81457,2024-06-14 00:00:00.000 UTC,L2,Blast,804953,909218,875453,2024-07-01 00:19:07.295055
ethereum,1,2024-05-20 00:00:00.000 UTC,L1,Ethereum,709644,1123277,1097872,2024-07-01 00:19:07.295055
blast,81457,2024-06-11 00:00:00.000 UTC,L2,Blast,738050,836699,805095,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-09 00:00:00.000 UTC,L2,Polygon zkEVM,14699,19383,19052,2024-07-01 00:19:07.295055
base,8453,2024-06-26 00:00:00.000 UTC,L2,Base,2326409,3400066,3169522,2024-07-01 00:19:07.295055
ethereum,1,2024-06-09 00:00:00.000 UTC,L1,Ethereum,718475,1141516,1112544,2024-07-01 00:19:07.295055
blast,81457,2024-05-23 00:00:00.000 UTC,L2,Blast,480864,579531,559995,2024-07-01 00:19:07.295055
scroll,534352,2024-05-28 00:00:00.000 UTC,L2,Scroll,256568,298802,287106,2024-07-01 00:19:07.295055
celo,42220,2024-04-13 00:00:00.000 UTC,L1,Celo,236144,284645,258570,2024-07-01 00:19:07.295055
mantle,5000,2024-05-24 00:00:00.000 UTC,L2,Mantle,229990,266760,242287,2024-07-01 00:19:07.295055
celo,42220,2024-05-10 00:00:00.000 UTC,L1,Celo,576897,651520,624201,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-23 00:00:00.000 UTC,L2,Arbitrum One,1793831,2449123,2052717,2024-07-01 00:19:07.295055
zora,7777777,2024-04-11 00:00:00.000 UTC,L2,ZORA,131996,892631,891798,2024-07-01 00:19:07.295055
linea,59144,2024-06-17 00:00:00.000 UTC,L2,Linea,360973,411603,407312,2024-07-01 00:19:07.295055
celo,42220,2024-04-27 00:00:00.000 UTC,L1,Celo,500662,546210,524276,2024-07-01 00:19:07.295055
linea,59144,2024-06-12 00:00:00.000 UTC,L2,Linea,386444,455783,449438,2024-07-01 00:19:07.295055
base,8453,2024-05-08 00:00:00.000 UTC,L2,Base,1665144,2229549,2043981,2024-07-01 00:19:07.295055
zora,7777777,2024-05-23 00:00:00.000 UTC,L2,ZORA,66038,77536,77116,2024-07-01 00:19:07.295055
fantom,250,2024-06-27 00:00:00.000 UTC,L1,Fantom,118857,274482,246030,2024-07-01 00:19:07.295055
celo,42220,2024-05-13 00:00:00.000 UTC,L1,Celo,548715,626331,594385,2024-07-01 00:19:07.295055
optimism,10,2024-07-01 00:00:00.000 UTC,L2,OP Mainnet,3731,4480,4217,2024-07-01 00:19:07.295055
zksync,324,2024-06-24 00:00:00.000 UTC,L2,zkSync Era,537127,537124,518528,2024-07-01 00:19:07.295055
linea,59144,2024-04-13 00:00:00.000 UTC,L2,Linea,390583,502386,494353,2024-07-01 00:19:07.295055
blast,81457,2024-05-16 00:00:00.000 UTC,L2,Blast,506832,628609,597885,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-20 00:00:00.000 UTC,L2,Arbitrum One,1563783,1923431,1779780,2024-07-01 00:19:07.295055
fantom,250,2024-05-14 00:00:00.000 UTC,L1,Fantom,93568,177475,159847,2024-07-01 00:19:07.295055
polygon,137,2024-04-09 00:00:00.000 UTC,L1,Polygon PoS,4300553,4297261,4095055,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-24 00:00:00.000 UTC,L2,Arbitrum One,1346150,1691569,1568714,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-18 00:00:00.000 UTC,L2,Arbitrum One,1603290,2190079,2020080,2024-07-01 00:19:07.295055
optimism,10,2024-06-08 00:00:00.000 UTC,L2,OP Mainnet,335311,430434,420262,2024-07-01 00:19:07.295055
zora,7777777,2024-04-17 00:00:00.000 UTC,L2,ZORA,123760,393754,392967,2024-07-01 00:19:07.295055
gnosis,100,2024-04-25 00:00:00.000 UTC,L1,Gnosis,177731,210515,204982,2024-07-01 00:19:07.295055
scroll,534352,2024-06-26 00:00:00.000 UTC,L2,Scroll,276487,341065,332953,2024-07-01 00:19:07.295055
scroll,534352,2024-06-23 00:00:00.000 UTC,L2,Scroll,340795,412330,396272,2024-07-01 00:19:07.295055
polygon,137,2024-06-19 00:00:00.000 UTC,L1,Polygon PoS,4148672,4146941,3861592,2024-07-01 00:19:07.295055
mantle,5000,2024-05-21 00:00:00.000 UTC,L2,Mantle,235547,274310,249945,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-21 00:00:00.000 UTC,L1,Avalanche C-Chain,157741,198250,186633,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-07 00:00:00.000 UTC,L2,Arbitrum One,1367569,1807487,1717735,2024-07-01 00:19:07.295055
zksync,324,2024-04-18 00:00:00.000 UTC,L2,zkSync Era,1053538,1053538,1018741,2024-07-01 00:19:07.295055
bnb,56,2024-06-26 00:00:00.000 UTC,L1,BNB,2527470,2714092,2581381,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-24 00:00:00.000 UTC,L1,Avalanche C-Chain,197171,250942,235045,2024-07-01 00:19:07.295055
scroll,534352,2024-05-12 00:00:00.000 UTC,L2,Scroll,320841,340718,332245,2024-07-01 00:19:07.295055
base,8453,2024-06-29 00:00:00.000 UTC,L2,Base,2037552,3175134,3064258,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-26 00:00:00.000 UTC,L2,Arbitrum One,1609370,2262679,2101598,2024-07-01 00:19:07.295055
bnb,56,2024-04-11 00:00:00.000 UTC,L1,BNB,3074368,3803227,3623537,2024-07-01 00:19:07.295055
zora,7777777,2024-04-28 00:00:00.000 UTC,L2,ZORA,117375,141926,138895,2024-07-01 00:19:07.295055
zksync,324,2024-06-28 00:00:00.000 UTC,L2,zkSync Era,408717,408717,399258,2024-07-01 00:19:07.295055
bnb,56,2024-05-25 00:00:00.000 UTC,L1,BNB,2561555,2794400,2677222,2024-07-01 00:19:07.295055
celo,42220,2024-05-27 00:00:00.000 UTC,L1,Celo,567909,635092,614116,2024-07-01 00:19:07.295055
celo,42220,2024-06-23 00:00:00.000 UTC,L1,Celo,507252,560812,549052,2024-07-01 00:19:07.295055
linea,59144,2024-05-24 00:00:00.000 UTC,L2,Linea,874347,946226,933406,2024-07-01 00:19:07.295055
zksync,324,2024-06-01 00:00:00.000 UTC,L2,zkSync Era,543959,543957,533880,2024-07-01 00:19:07.295055
zora,7777777,2024-04-09 00:00:00.000 UTC,L2,ZORA,202678,1101900,1096089,2024-07-01 00:19:07.295055
mantle,5000,2024-04-06 00:00:00.000 UTC,L2,Mantle,197852,220310,210494,2024-07-01 00:19:07.295055
scroll,534352,2024-04-17 00:00:00.000 UTC,L2,Scroll,255068,284696,276580,2024-07-01 00:19:07.295055
polygon,137,2024-05-18 00:00:00.000 UTC,L1,Polygon PoS,4099818,4098661,3872215,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-11 00:00:00.000 UTC,L2,Arbitrum One,1251644,1616451,1489323,2024-07-01 00:19:07.295055
optimism,10,2024-04-08 00:00:00.000 UTC,L2,OP Mainnet,489624,633268,602329,2024-07-01 00:19:07.295055
scroll,534352,2024-05-07 00:00:00.000 UTC,L2,Scroll,465678,511621,484506,2024-07-01 00:19:07.295055
celo,42220,2024-04-08 00:00:00.000 UTC,L1,Celo,219913,254156,245440,2024-07-01 00:19:07.295055
zora,7777777,2024-05-10 00:00:00.000 UTC,L2,ZORA,83054,102987,102443,2024-07-01 00:19:07.295055
blast,81457,2024-04-09 00:00:00.000 UTC,L2,Blast,419459,454908,445587,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-29 00:00:00.000 UTC,L1,Avalanche C-Chain,188166,242500,226939,2024-07-01 00:19:07.295055
bnb,56,2024-04-16 00:00:00.000 UTC,L1,BNB,2925107,3591397,3417996,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-12 00:00:00.000 UTC,L1,Avalanche C-Chain,99301,125247,121089,2024-07-01 00:19:07.295055
fantom,250,2024-04-29 00:00:00.000 UTC,L1,Fantom,103543,212718,190272,2024-07-01 00:19:07.295055
optimism,10,2024-04-25 00:00:00.000 UTC,L2,OP Mainnet,505335,650183,609052,2024-07-01 00:19:07.295055
zksync,324,2024-06-29 00:00:00.000 UTC,L2,zkSync Era,365101,365101,359818,2024-07-01 00:19:07.295055
ethereum,1,2024-06-01 00:00:00.000 UTC,L1,Ethereum,710161,1118896,1095649,2024-07-01 00:19:07.295055
fantom,250,2024-04-17 00:00:00.000 UTC,L1,Fantom,119102,236838,208513,2024-07-01 00:19:07.295055
blast,81457,2024-05-18 00:00:00.000 UTC,L2,Blast,494095,625947,611845,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-07-01 00:00:00.000 UTC,L1,Avalanche C-Chain,1312,1718,1621,2024-07-01 00:19:07.295055
fantom,250,2024-05-31 00:00:00.000 UTC,L1,Fantom,103302,189806,173916,2024-07-01 00:19:07.295055
zora,7777777,2024-06-11 00:00:00.000 UTC,L2,ZORA,100701,119758,119295,2024-07-01 00:19:07.295055
celo,42220,2024-05-08 00:00:00.000 UTC,L1,Celo,554727,649378,616479,2024-07-01 00:19:07.295055
optimism,10,2024-05-08 00:00:00.000 UTC,L2,OP Mainnet,404554,522546,494009,2024-07-01 00:19:07.295055
base,8453,2024-04-21 00:00:00.000 UTC,L2,Base,1737793,2484040,2091119,2024-07-01 00:19:07.295055
fantom,250,2024-05-12 00:00:00.000 UTC,L1,Fantom,95436,178090,159792,2024-07-01 00:19:07.295055
bnb,56,2024-06-22 00:00:00.000 UTC,L1,BNB,2552320,2897282,2700123,2024-07-01 00:19:07.295055
gnosis,100,2024-04-21 00:00:00.000 UTC,L1,Gnosis,155074,173969,171283,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-17 00:00:00.000 UTC,L1,Avalanche C-Chain,222570,282809,260701,2024-07-01 00:19:07.295055
ethereum,1,2024-05-05 00:00:00.000 UTC,L1,Ethereum,716668,1145307,1125823,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-25 00:00:00.000 UTC,L2,Polygon zkEVM,16533,20322,19753,2024-07-01 00:19:07.295055
celo,42220,2024-05-22 00:00:00.000 UTC,L1,Celo,582901,646913,628474,2024-07-01 00:19:07.295055
scroll,534352,2024-06-27 00:00:00.000 UTC,L2,Scroll,282675,339178,330237,2024-07-01 00:19:07.295055
base,8453,2024-06-04 00:00:00.000 UTC,L2,Base,1954368,2665077,2468867,2024-07-01 00:19:07.295055
polygon,137,2024-05-23 00:00:00.000 UTC,L1,Polygon PoS,4197298,4195377,3836500,2024-07-01 00:19:07.295055
optimism,10,2024-06-04 00:00:00.000 UTC,L2,OP Mainnet,421348,525107,510182,2024-07-01 00:19:07.295055
ethereum,1,2024-04-23 00:00:00.000 UTC,L1,Ethereum,782755,1198540,1174993,2024-07-01 00:19:07.295055
ethereum,1,2024-04-10 00:00:00.000 UTC,L1,Ethereum,789951,1207236,1188563,2024-07-01 00:19:07.295055
blast,81457,2024-06-02 00:00:00.000 UTC,L2,Blast,534545,644471,621758,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-06 00:00:00.000 UTC,L2,Arbitrum One,1151156,1508488,1408220,2024-07-01 00:19:07.295055
gnosis,100,2024-07-01 00:00:00.000 UTC,L1,Gnosis,703,1017,998,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-25 00:00:00.000 UTC,L2,Arbitrum One,1648978,1970862,1857231,2024-07-01 00:19:07.295055
base,8453,2024-04-29 00:00:00.000 UTC,L2,Base,1718984,2471105,2173936,2024-07-01 00:19:07.295055
base,8453,2024-07-01 00:00:00.000 UTC,L2,Base,20184,26070,25169,2024-07-01 00:19:07.295055
blast,81457,2024-04-28 00:00:00.000 UTC,L2,Blast,426552,451681,444892,2024-07-01 00:19:07.295055
zksync,324,2024-06-14 00:00:00.000 UTC,L2,zkSync Era,537002,537001,525439,2024-07-01 00:19:07.295055
mantle,5000,2024-06-25 00:00:00.000 UTC,L2,Mantle,478687,514537,505146,2024-07-01 00:19:07.295055
mantle,5000,2024-05-20 00:00:00.000 UTC,L2,Mantle,231347,263362,245849,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-19 00:00:00.000 UTC,L2,Arbitrum One,1323084,1754969,1559935,2024-07-01 00:19:07.295055
scroll,534352,2024-06-08 00:00:00.000 UTC,L2,Scroll,234118,271164,261756,2024-07-01 00:19:07.295055
scroll,534352,2024-05-09 00:00:00.000 UTC,L2,Scroll,503587,548258,521864,2024-07-01 00:19:07.295055
base,8453,2024-06-07 00:00:00.000 UTC,L2,Base,1977740,2866442,2694061,2024-07-01 00:19:07.295055
gnosis,100,2024-04-12 00:00:00.000 UTC,L1,Gnosis,129520,166046,162027,2024-07-01 00:19:07.295055
blast,81457,2024-04-06 00:00:00.000 UTC,L2,Blast,446696,476021,467802,2024-07-01 00:19:07.295055
celo,42220,2024-04-03 00:00:00.000 UTC,L1,Celo,225161,265044,255418,2024-07-01 00:19:07.295055
fantom,250,2024-05-30 00:00:00.000 UTC,L1,Fantom,102559,215623,188557,2024-07-01 00:19:07.295055
bnb,56,2024-04-14 00:00:00.000 UTC,L1,BNB,3114507,3665777,3457550,2024-07-01 00:19:07.295055
linea,59144,2024-05-29 00:00:00.000 UTC,L2,Linea,905783,1009181,992537,2024-07-01 00:19:07.295055
gnosis,100,2024-05-17 00:00:00.000 UTC,L1,Gnosis,110754,161522,142397,2024-07-01 00:19:07.295055
base,8453,2024-05-09 00:00:00.000 UTC,L2,Base,1700333,2511681,2020145,2024-07-01 00:19:07.295055
bnb,56,2024-05-08 00:00:00.000 UTC,L1,BNB,2594379,3074513,2950950,2024-07-01 00:19:07.295055
gnosis,100,2024-06-07 00:00:00.000 UTC,L1,Gnosis,89935,126728,121389,2024-07-01 00:19:07.295055
base,8453,2024-04-18 00:00:00.000 UTC,L2,Base,1724421,2607310,2122796,2024-07-01 00:19:07.295055
ethereum,1,2024-05-18 00:00:00.000 UTC,L1,Ethereum,659175,1081594,1062224,2024-07-01 00:19:07.295055
zksync,324,2024-06-11 00:00:00.000 UTC,L2,zkSync Era,783072,783072,757589,2024-07-01 00:19:07.295055
celo,42220,2024-06-09 00:00:00.000 UTC,L1,Celo,515899,553697,549255,2024-07-01 00:19:07.295055
optimism,10,2024-04-20 00:00:00.000 UTC,L2,OP Mainnet,435595,563969,531786,2024-07-01 00:19:07.295055
optimism,10,2024-05-06 00:00:00.000 UTC,L2,OP Mainnet,411520,544400,510010,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-10 00:00:00.000 UTC,L2,Polygon zkEVM,14674,18186,17817,2024-07-01 00:19:07.295055
bnb,56,2024-04-17 00:00:00.000 UTC,L1,BNB,2943989,3630634,3463885,2024-07-01 00:19:07.295055
fantom,250,2024-06-10 00:00:00.000 UTC,L1,Fantom,77574,191311,161420,2024-07-01 00:19:07.295055
scroll,534352,2024-04-20 00:00:00.000 UTC,L2,Scroll,259393,259665,253591,2024-07-01 00:19:07.295055
mantle,5000,2024-05-02 00:00:00.000 UTC,L2,Mantle,303724,347563,328731,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-19 00:00:00.000 UTC,L2,Polygon zkEVM,9550,12965,12467,2024-07-01 00:19:07.295055
bnb,56,2024-06-04 00:00:00.000 UTC,L1,BNB,2926435,3341234,3128624,2024-07-01 00:19:07.295055
polygon,137,2024-04-12 00:00:00.000 UTC,L1,Polygon PoS,3971970,3969480,3676588,2024-07-01 00:19:07.295055
zksync,324,2024-04-19 00:00:00.000 UTC,L2,zkSync Era,1003604,1003603,979763,2024-07-01 00:19:07.295055
celo,42220,2024-04-14 00:00:00.000 UTC,L1,Celo,239061,290117,260154,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-11 00:00:00.000 UTC,L1,Avalanche C-Chain,215241,281227,264373,2024-07-01 00:19:07.295055
scroll,534352,2024-05-06 00:00:00.000 UTC,L2,Scroll,323978,357450,338705,2024-07-01 00:19:07.295055
base,8453,2024-06-10 00:00:00.000 UTC,L2,Base,1969499,2754018,2573885,2024-07-01 00:19:07.295055
blast,81457,2024-05-26 00:00:00.000 UTC,L2,Blast,421969,526036,516247,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-30 00:00:00.000 UTC,L1,Avalanche C-Chain,198078,255458,238291,2024-07-01 00:19:07.295055
celo,42220,2024-06-06 00:00:00.000 UTC,L1,Celo,605952,649102,643622,2024-07-01 00:19:07.295055
zksync,324,2024-04-21 00:00:00.000 UTC,L2,zkSync Era,1075489,1075488,1058574,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-22 00:00:00.000 UTC,L1,Avalanche C-Chain,185291,234706,218792,2024-07-01 00:19:07.295055
mantle,5000,2024-04-11 00:00:00.000 UTC,L2,Mantle,203105,225903,215442,2024-07-01 00:19:07.295055
fantom,250,2024-04-18 00:00:00.000 UTC,L1,Fantom,132908,273796,243674,2024-07-01 00:19:07.295055
blast,81457,2024-04-03 00:00:00.000 UTC,L2,Blast,459097,500197,488412,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-21 00:00:00.000 UTC,L2,Polygon zkEVM,11091,14622,14288,2024-07-01 00:19:07.295055
polygon,137,2024-06-05 00:00:00.000 UTC,L1,Polygon PoS,3619970,3617952,3407114,2024-07-01 00:19:07.295055
polygon,137,2024-04-10 00:00:00.000 UTC,L1,Polygon PoS,4144694,4142107,3927360,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-11 00:00:00.000 UTC,L2,Polygon zkEVM,10879,15952,15534,2024-07-01 00:19:07.295055
fantom,250,2024-04-15 00:00:00.000 UTC,L1,Fantom,138858,255733,224434,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-01 00:00:00.000 UTC,L2,Arbitrum One,1242589,1744510,1555318,2024-07-01 00:19:07.295055
fantom,250,2024-05-09 00:00:00.000 UTC,L1,Fantom,97611,187072,170645,2024-07-01 00:19:07.295055
zksync,324,2024-04-29 00:00:00.000 UTC,L2,zkSync Era,1006077,1006075,988276,2024-07-01 00:19:07.295055
mantle,5000,2024-04-16 00:00:00.000 UTC,L2,Mantle,202017,248157,221929,2024-07-01 00:19:07.295055
ethereum,1,2024-04-13 00:00:00.000 UTC,L1,Ethereum,764449,1162019,1143213,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-21 00:00:00.000 UTC,L2,Arbitrum One,1097592,1380391,1296202,2024-07-01 00:19:07.295055
optimism,10,2024-04-15 00:00:00.000 UTC,L2,OP Mainnet,498648,657562,609790,2024-07-01 00:19:07.295055
fantom,250,2024-06-05 00:00:00.000 UTC,L1,Fantom,97041,238261,205473,2024-07-01 00:19:07.295055
zora,7777777,2024-05-13 00:00:00.000 UTC,L2,ZORA,86874,105901,105351,2024-07-01 00:19:07.295055
polygon,137,2024-06-16 00:00:00.000 UTC,L1,Polygon PoS,3567496,3565270,3390483,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-02 00:00:00.000 UTC,L1,Avalanche C-Chain,146860,193059,181675,2024-07-01 00:19:07.295055
optimism,10,2024-06-21 00:00:00.000 UTC,L2,OP Mainnet,535445,685850,648047,2024-07-01 00:19:07.295055
polygon,137,2024-04-15 00:00:00.000 UTC,L1,Polygon PoS,4114638,4111264,3849731,2024-07-01 00:19:07.295055
base,8453,2024-04-09 00:00:00.000 UTC,L2,Base,1996407,2950357,2300649,2024-07-01 00:19:07.295055
scroll,534352,2024-06-16 00:00:00.000 UTC,L2,Scroll,235045,282112,275040,2024-07-01 00:19:07.295055
gnosis,100,2024-05-20 00:00:00.000 UTC,L1,Gnosis,122543,177489,158602,2024-07-01 00:19:07.295055
mantle,5000,2024-06-06 00:00:00.000 UTC,L2,Mantle,270295,331565,325700,2024-07-01 00:19:07.295055
ethereum,1,2024-05-07 00:00:00.000 UTC,L1,Ethereum,776403,1231096,1210654,2024-07-01 00:19:07.295055
mantle,5000,2024-05-05 00:00:00.000 UTC,L2,Mantle,292690,324448,313415,2024-07-01 00:19:07.295055
ethereum,1,2024-06-28 00:00:00.000 UTC,L1,Ethereum,719057,1174921,1154014,2024-07-01 00:19:07.295055
zksync,324,2024-05-01 00:00:00.000 UTC,L2,zkSync Era,972989,972988,956565,2024-07-01 00:19:07.295055
ethereum,1,2024-04-18 00:00:00.000 UTC,L1,Ethereum,792331,1234646,1213149,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-08 00:00:00.000 UTC,L2,Polygon zkEVM,14154,18484,18079,2024-07-01 00:19:07.295055
celo,42220,2024-05-14 00:00:00.000 UTC,L1,Celo,555545,632930,604394,2024-07-01 00:19:07.295055
blast,81457,2024-06-07 00:00:00.000 UTC,L2,Blast,753093,875143,843083,2024-07-01 00:19:07.295055
ethereum,1,2024-05-24 00:00:00.000 UTC,L1,Ethereum,718695,1163170,1142915,2024-07-01 00:19:07.295055
fantom,250,2024-04-04 00:00:00.000 UTC,L1,Fantom,107785,177646,160481,2024-07-01 00:19:07.295055
zora,7777777,2024-06-19 00:00:00.000 UTC,L2,ZORA,92702,146435,140479,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-02 00:00:00.000 UTC,L2,Arbitrum One,1613601,2006598,1924529,2024-07-01 00:19:07.295055
celo,42220,2024-05-29 00:00:00.000 UTC,L1,Celo,615864,682653,662157,2024-07-01 00:19:07.295055
fantom,250,2024-05-24 00:00:00.000 UTC,L1,Fantom,91669,177883,158441,2024-07-01 00:19:07.295055
gnosis,100,2024-06-21 00:00:00.000 UTC,L1,Gnosis,56845,81813,79390,2024-07-01 00:19:07.295055
polygon,137,2024-04-04 00:00:00.000 UTC,L1,Polygon PoS,4029958,4025252,3795527,2024-07-01 00:19:07.295055
linea,59144,2024-06-24 00:00:00.000 UTC,L2,Linea,403975,467281,458973,2024-07-01 00:19:07.295055
