blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
polygon,L1,2438,2024-05-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,573,2024-05-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,18001,2024-05-01,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-05-01,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,19090,2024-05-01,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8134,2024-05-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2024-05-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,259,2024-05-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2095,2024-05-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,214,2024-05-01,celo,False,,,Other EVMs,,Celo
bnb,L1,3534,2024-05-01,bnb,False,,,Other EVMs,,BNB
base,L2,17597,2024-05-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,455,2024-05-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1435,2024-05-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26426,2024-05-01,all,False,,,Other EVMs,,All
zora,L2,77,2024-04-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2516,2024-04-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,580,2024-04-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17987,2024-04-30,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-30,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,19107,2024-04-30,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8317,2024-04-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2024-04-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,276,2024-04-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2109,2024-04-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,228,2024-04-30,celo,False,,,Other EVMs,,Celo
bnb,L1,3616,2024-04-30,bnb,False,,,Other EVMs,,BNB
base,L2,17578,2024-04-30,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,466,2024-04-30,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1466,2024-04-30,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26620,2024-04-30,all,False,,,Other EVMs,,All
zora,L2,84,2024-04-29,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2531,2024-04-29,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,573,2024-04-29,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17905,2024-04-29,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-29,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,19013,2024-04-29,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8355,2024-04-29,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2024-04-29,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,292,2024-04-29,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2122,2024-04-29,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,228,2024-04-29,celo,False,,,Other EVMs,,Celo
bnb,L1,3623,2024-04-29,bnb,False,,,Other EVMs,,BNB
base,L2,17490,2024-04-29,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,464,2024-04-29,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1439,2024-04-29,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26566,2024-04-29,all,False,,,Other EVMs,,All
zora,L2,86,2024-04-28,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2519,2024-04-28,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,570,2024-04-28,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17813,2024-04-28,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-28,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18919,2024-04-28,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8353,2024-04-28,l1s,False,,,Other EVMs,,L1s
gnosis,L1,128,2024-04-28,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,316,2024-04-28,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2103,2024-04-28,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,236,2024-04-28,celo,False,,,Other EVMs,,Celo
bnb,L1,3627,2024-04-28,bnb,False,,,Other EVMs,,BNB
base,L2,17400,2024-04-28,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,463,2024-04-28,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1437,2024-04-28,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26487,2024-04-28,all,False,,,Other EVMs,,All
zora,L2,91,2024-04-27,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2556,2024-04-27,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,575,2024-04-27,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17795,2024-04-27,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-27,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18905,2024-04-27,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8413,2024-04-27,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2024-04-27,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,347,2024-04-27,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2100,2024-04-27,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,248,2024-04-27,celo,False,,,Other EVMs,,Celo
bnb,L1,3637,2024-04-27,bnb,False,,,Other EVMs,,BNB
base,L2,17374,2024-04-27,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,466,2024-04-27,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1444,2024-04-27,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26538,2024-04-27,all,False,,,Other EVMs,,All
zora,L2,95,2024-04-26,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2582,2024-04-26,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,584,2024-04-26,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17752,2024-04-26,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-26,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18865,2024-04-26,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8524,2024-04-26,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2024-04-26,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,375,2024-04-26,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2118,2024-04-26,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,264,2024-04-26,celo,False,,,Other EVMs,,Celo
bnb,L1,3690,2024-04-26,bnb,False,,,Other EVMs,,BNB
base,L2,17321,2024-04-26,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,480,2024-04-26,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1458,2024-04-26,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26601,2024-04-26,all,False,,,Other EVMs,,All
zora,L2,100,2024-04-25,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2641,2024-04-25,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,587,2024-04-25,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17576,2024-04-25,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-25,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18702,2024-04-25,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8647,2024-04-25,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2024-04-25,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,427,2024-04-25,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2117,2024-04-25,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,292,2024-04-25,celo,False,,,Other EVMs,,Celo
bnb,L1,3720,2024-04-25,bnb,False,,,Other EVMs,,BNB
base,L2,17130,2024-04-25,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,492,2024-04-25,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1466,2024-04-25,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26567,2024-04-25,all,False,,,Other EVMs,,All
zora,L2,121,2024-04-24,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2701,2024-04-24,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,591,2024-04-24,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17317,2024-04-24,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-24,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18432,2024-04-24,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8762,2024-04-24,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2024-04-24,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,478,2024-04-24,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2127,2024-04-24,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,310,2024-04-24,celo,False,,,Other EVMs,,Celo
bnb,L1,3749,2024-04-24,bnb,False,,,Other EVMs,,BNB
base,L2,16843,2024-04-24,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,499,2024-04-24,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1454,2024-04-24,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26405,2024-04-24,all,False,,,Other EVMs,,All
zora,L2,132,2024-04-23,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2787,2024-04-23,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,592,2024-04-23,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,17143,2024-04-23,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-23,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18264,2024-04-23,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8868,2024-04-23,l1s,False,,,Other EVMs,,L1s
gnosis,L1,141,2024-04-23,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,535,2024-04-23,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2131,2024-04-23,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,338,2024-04-23,celo,False,,,Other EVMs,,Celo
bnb,L1,3753,2024-04-23,bnb,False,,,Other EVMs,,BNB
base,L2,16654,2024-04-23,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,504,2024-04-23,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1462,2024-04-23,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26339,2024-04-23,all,False,,,Other EVMs,,All
zora,L2,146,2024-04-22,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2865,2024-04-22,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,602,2024-04-22,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,16926,2024-04-22,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-22,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,18055,2024-04-22,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8991,2024-04-22,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2024-04-22,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,611,2024-04-22,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2130,2024-04-22,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,386,2024-04-22,celo,False,,,Other EVMs,,Celo
bnb,L1,3783,2024-04-22,bnb,False,,,Other EVMs,,BNB
base,L2,16424,2024-04-22,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,514,2024-04-22,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1492,2024-04-22,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,26255,2024-04-22,all,False,,,Other EVMs,,All
zora,L2,174,2024-04-21,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2863,2024-04-21,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,590,2024-04-21,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,16375,2024-04-21,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-21,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,17475,2024-04-21,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8965,2024-04-21,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2024-04-21,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,652,2024-04-21,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2115,2024-04-21,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,390,2024-04-21,celo,False,,,Other EVMs,,Celo
bnb,L1,3758,2024-04-21,bnb,False,,,Other EVMs,,BNB
base,L2,15851,2024-04-21,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,527,2024-04-21,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1464,2024-04-21,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,25670,2024-04-21,all,False,,,Other EVMs,,All
zora,L2,179,2024-04-20,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2905,2024-04-20,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,597,2024-04-20,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,15671,2024-04-20,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-20,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,16769,2024-04-20,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9067,2024-04-20,l1s,False,,,Other EVMs,,L1s
gnosis,L1,138,2024-04-20,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,679,2024-04-20,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2129,2024-04-20,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,400,2024-04-20,celo,False,,,Other EVMs,,Celo
bnb,L1,3801,2024-04-20,bnb,False,,,Other EVMs,,BNB
base,L2,15134,2024-04-20,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,533,2024-04-20,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1470,2024-04-20,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,25054,2024-04-20,all,False,,,Other EVMs,,All
zora,L2,181,2024-04-19,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2927,2024-04-19,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,601,2024-04-19,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,15024,2024-04-19,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-19,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,16138,2024-04-19,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9190,2024-04-19,l1s,False,,,Other EVMs,,L1s
gnosis,L1,137,2024-04-19,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,679,2024-04-19,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2170,2024-04-19,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,397,2024-04-19,celo,False,,,Other EVMs,,Celo
bnb,L1,3878,2024-04-19,bnb,False,,,Other EVMs,,BNB
base,L2,14479,2024-04-19,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,548,2024-04-19,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1486,2024-04-19,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,24548,2024-04-19,all,False,,,Other EVMs,,All
zora,L2,210,2024-04-18,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2970,2024-04-18,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,610,2024-04-18,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,13953,2024-04-18,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-18,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,15078,2024-04-18,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9253,2024-04-18,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2024-04-18,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,678,2024-04-18,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2187,2024-04-18,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,396,2024-04-18,celo,False,,,Other EVMs,,Celo
bnb,L1,3882,2024-04-18,bnb,False,,,Other EVMs,,BNB
base,L2,13376,2024-04-18,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,560,2024-04-18,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1500,2024-04-18,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,23544,2024-04-18,all,False,,,Other EVMs,,All
zora,L2,211,2024-04-17,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2963,2024-04-17,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,605,2024-04-17,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,11911,2024-04-17,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-17,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,13032,2024-04-17,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9275,2024-04-17,l1s,False,,,Other EVMs,,L1s
gnosis,L1,131,2024-04-17,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,688,2024-04-17,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2196,2024-04-17,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,398,2024-04-17,celo,False,,,Other EVMs,,Celo
bnb,L1,3885,2024-04-17,bnb,False,,,Other EVMs,,BNB
base,L2,11337,2024-04-17,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,563,2024-04-17,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1495,2024-04-17,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,21523,2024-04-17,all,False,,,Other EVMs,,All
zora,L2,211,2024-04-16,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2974,2024-04-16,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,603,2024-04-16,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,9601,2024-04-16,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-16,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,10737,2024-04-16,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9292,2024-04-16,l1s,False,,,Other EVMs,,L1s
gnosis,L1,138,2024-04-16,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,696,2024-04-16,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2209,2024-04-16,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,388,2024-04-16,celo,False,,,Other EVMs,,Celo
bnb,L1,3872,2024-04-16,bnb,False,,,Other EVMs,,BNB
base,L2,9032,2024-04-16,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,568,2024-04-16,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1509,2024-04-16,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,19258,2024-04-16,all,False,,,Other EVMs,,All
zora,L2,209,2024-04-15,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2970,2024-04-15,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,607,2024-04-15,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,7771,2024-04-15,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-15,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,8921,2024-04-15,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9324,2024-04-15,l1s,False,,,Other EVMs,,L1s
gnosis,L1,145,2024-04-15,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,698,2024-04-15,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2213,2024-04-15,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,389,2024-04-15,celo,False,,,Other EVMs,,Celo
bnb,L1,3885,2024-04-15,bnb,False,,,Other EVMs,,BNB
base,L2,7194,2024-04-15,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,586,2024-04-15,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1521,2024-04-15,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,17474,2024-04-15,all,False,,,Other EVMs,,All
zora,L2,208,2024-04-14,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2929,2024-04-14,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,612,2024-04-14,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,6206,2024-04-14,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-14,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,7360,2024-04-14,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9240,2024-04-14,l1s,False,,,Other EVMs,,L1s
gnosis,L1,146,2024-04-14,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,697,2024-04-14,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2194,2024-04-14,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,392,2024-04-14,celo,False,,,Other EVMs,,Celo
bnb,L1,3837,2024-04-14,bnb,False,,,Other EVMs,,BNB
base,L2,5628,2024-04-14,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,594,2024-04-14,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1520,2024-04-14,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,15836,2024-04-14,all,False,,,Other EVMs,,All
zora,L2,206,2024-04-13,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2926,2024-04-13,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,607,2024-04-13,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,4983,2024-04-13,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-13,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,6140,2024-04-13,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9271,2024-04-13,l1s,False,,,Other EVMs,,L1s
gnosis,L1,147,2024-04-13,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,695,2024-04-13,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2196,2024-04-13,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,396,2024-04-13,celo,False,,,Other EVMs,,Celo
bnb,L1,3856,2024-04-13,bnb,False,,,Other EVMs,,BNB
base,L2,4409,2024-04-13,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,603,2024-04-13,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1525,2024-04-13,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,14649,2024-04-13,all,False,,,Other EVMs,,All
zora,L2,206,2024-04-12,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2973,2024-04-12,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,629,2024-04-12,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,3722,2024-04-12,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-12,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,4877,2024-04-12,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9387,2024-04-12,l1s,False,,,Other EVMs,,L1s
gnosis,L1,154,2024-04-12,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,692,2024-04-12,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2224,2024-04-12,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,404,2024-04-12,celo,False,,,Other EVMs,,Celo
bnb,L1,3877,2024-04-12,bnb,False,,,Other EVMs,,BNB
base,L2,3131,2024-04-12,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,624,2024-04-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1538,2024-04-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13491,2024-04-12,all,False,,,Other EVMs,,All
zora,L2,209,2024-04-11,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,3046,2024-04-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,652,2024-04-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,3296,2024-04-11,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-11,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,4449,2024-04-11,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9488,2024-04-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,151,2024-04-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,693,2024-04-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,2218,2024-04-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,398,2024-04-11,celo,False,,,Other EVMs,,Celo
bnb,L1,3911,2024-04-11,bnb,False,,,Other EVMs,,BNB
base,L2,2681,2024-04-11,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,630,2024-04-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1539,2024-04-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,13159,2024-04-11,all,False,,,Other EVMs,,All
zora,L2,209,2024-04-10,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,3043,2024-04-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,648,2024-04-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,3219,2024-04-10,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2024-04-10,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,4365,2024-04-10,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9472,2024-04-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,156,2024-04-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,689,2024-04-10,fantom,False,,,Other EVMs,,Fantom
