alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Stack Fork,,16.166468297498255,6.012100320136526,5.72934744787156,55519,2024-05-07 00:00:00.000 UTC,,,,444248816,0.005090024660843123,15.53984776325362,0.01733051755353235,0.01427135540113112,0.003059162152401228,249.78753447899786,923.2563910838494,2907718,2373772,533946.0,108587300643,1231931,0.009181330740287999,28.218731616148208,53.16971430319157,43.75857937940184,9.411134923789731,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,,255.7362030014041,6.294068443325412,5.982332003498296,3468,2024-05-16 00:00:00.000 UTC,,,,457761714,0.00034012155090988805,1.0147812044070248,0.027202351610476287,0.013822076416827886,0.013380275193648402,289.3037154332958,843.6492414189483,4432680,2196048,2236632.0,108598795011,1218766,0.013481954865918,40.224561738986964,81.18738885548521,41.23934294339399,39.948045912091224,CyberConnect,102,126,102,24.0,847.0588235294117,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,7.177301381035716,6.123176431827083,0,2024-05-16 00:00:00.000 UTC,2.2020096e-11,22020096.0,6.571403771904e-08,457761714,0.0,0.0,0.017344896155575246,0.004220253234069096,0.013124642921506148,289.3037154332958,843.6492414189483,2731437,588000,2143437.0,108598795011,1218766,0.004220253212049,12.586660355573922,51.765441655521386,12.586660421287956,39.17878123423343,Mode,168,51,28,23.0,3085.714285714286,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,6.436805574428927,6.350302383233652,5.958506391845709,111592962,2024-05-07 00:00:00.000 UTC,,,,444248816,11.303573505069036,34749.616643933026,11.471255105421786,11.45852001354452,0.012735091877266265,249.78753447899786,923.2563910838494,1806542712,1804405416,2137296.0,108587300643,1231931,0.15494650847547906,476.3583960569832,35265.099010428596,35225.97503999,39.12397043859683,Blast,1155,1179,1155,24.0,74.8051948051948,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,8.633801770888887,7.574392437500001,0,2024-05-07 00:00:00.000 UTC,1.1796480000000002e-12,1179648.0,3.62644897792e-09,444248816,0.0,0.0,0.002947460502271398,0.001631788535877648,0.00131567196639375,249.78753447899786,923.2563910838494,362700,189000,173700.0,108587300643,1231931,0.0016317885346980002,5.017068157040967,9.085589048013455,5.0170681606674155,4.06852088734604,BOB (Build on Bitcoin),9,11,9,2.0,9600.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,8.15775465025,7.332116947,0,2024-05-07 00:00:00.000 UTC,1.048576e-12,1048576.0,3.22069594112e-09,444248816,0.0,0.0,0.002737136060041906,0.001370502782290576,0.00136663327775133,249.78753447899786,923.2563910838494,354390,168000,186390.0,108587300643,1231931,0.0013705027812420001,4.2090087406838155,8.39873414508664,4.209008743904511,4.189725401182129,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,274.3916360006758,7.555400653063839,7.31671858285845,20500,2024-05-07 00:00:00.000 UTC,,,,444248816,0.0022461008455458443,6.904310846435546,0.09682848690392398,0.0815779576929288,0.015250529210995185,249.78753447899786,923.2563910838494,12881644,10797304,2084340.0,108587300643,1231931,0.07933185684738302,243.85917443798795,297.62483124139425,250.76348528442327,46.86134595697099,Orderly,500,524,500,24.0,172.8,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,295.19558879721615,8.085586142356384,7.423227925894297,740,2024-05-07 00:00:00.000 UTC,,,,444248816,9.5639057909472e-05,0.2941106960036691,0.01961317816789641,0.0034915824926814716,0.01612159567521494,249.78753447899786,923.2563910838494,2603605,431828,2171777.0,108587300643,1231931,0.003395943434772,10.443219561623119,60.277363146747156,10.73733025762679,49.54003288912037,Fraxtal,20,45,20,25.0,4320.0,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,259.2040290781561,7.1239683717333895,6.776693235132645,779,2024-05-07 00:00:00.000 UTC,,,,444248816,8.0301631577288e-05,0.24677761205630605,0.017636037871912473,0.0029227932476812873,0.014713244624231184,249.78753447899786,923.2563910838494,2581430,410276,2171154.0,108587300643,1231931,0.002842491616104,8.735447692436097,54.15496594587108,8.982225304492403,45.17274064137868,Hypr,19,44,19,25.0,4547.368421052632,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,251.10557275173883,6.915645197042703,7.647112313908375,9717,2024-05-07 00:00:00.000 UTC,,,,444248816,0.0009749561899070965,2.9970418985503926,0.05133312224786687,0.035393940167495086,0.015939182080371782,249.78753447899786,923.2563910838494,7202292,5117952,2084340.0,108587300643,1231931,0.034418983977588004,105.8047756812092,157.83824299432814,108.8018175797596,49.036425414568555,Lyra,237,261,237,24.0,364.55696202531647,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0754716981132061e-09,Infinity,7.62330919518868,7.014067735081741,0,2024-05-07 00:00:00.000 UTC,2.2413311999999986e-11,20840448.0,6.887632273407997e-08,444248816,0.0,0.0,0.06534087590779919,0.025454229425148307,0.03988664648265089,249.78753447899786,923.2563910838494,9025664,3339000,5686664.0,108587300643,1231931,0.025454229402735014,78.23397437867281,200.80811143156888,78.23397444754914,122.57413698401973,Kroma,159,187,159,28.0,543.3962264150944,3085.714285714286,,2024-06-08 13:14:12.086207
OP Stack Fork,,199.84082788806916,5.497620746546269,7.111655328125992,3280,2024-05-07 00:00:00.000 UTC,,,,444248816,0.000261283787133596,0.8034819114054702,0.01814416281629712,0.009497271782556596,0.008646891033740521,249.78753447899786,923.2563910838494,2943400,1727524,1215876.0,108587300643,1231931,0.009235987995423,28.40204129022894,55.77181319657299,29.205523201634406,26.56628999493859,Aevo,80,94,80,14.0,1080.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Chain,,303.186619969824,7.473092080459899,6.372308255,8772,2024-05-07 00:00:00.000 UTC,,,,444248816,0.0010234507765493,3.147871209658326,0.04270016319523775,0.0415124286595883,0.00118773453564945,249.78753447899786,923.2563910838494,5741310,5554920,186390.0,108587300643,1231931,0.04048897788303901,124.53352456936895,131.32478788240203,127.68139577902721,3.6433921033748153,Redstone,258,260,258,2.0,334.8837209302326,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,280.9745516730706,6.906927229493804,7.23085439912896,884,2024-05-07 00:00:00.000 UTC,,,,444248816,9.508199815045201e-05,0.2923748175303574,0.02003854807115011,0.003866221585981452,0.016172326485168656,249.78753447899786,923.2563910838494,2796332,559760,2236572.0,108587300643,1231931,0.0037711395878310006,11.596200603206315,61.598454974182076,11.888575420736675,49.7098795534454,CyberConnect,26,50,26,24.0,3323.076923076923,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,24.200955988252307,6.0513223280402135,6.233138354706888,63731,2024-05-07 00:00:00.000 UTC,,,,444248816,0.0056404087585515475,17.236243944067837,0.06337607414049604,0.024400359738727544,0.03897571440176849,249.78753447899786,923.2563910838494,10285220,4032236,6252984.0,108587300643,1231931,0.018759950980176,57.67619523886497,194.73112751645917,74.9124391829328,119.81868833352637,Manta Pacific,144,216,144,72.0,600.0,1200.0,,2024-06-08 13:14:12.086207
OP Chain,1.4411428571428588e-09,Infinity,10.510618328525975,7.788849171829582,0,2024-05-07 00:00:00.000 UTC,1.6528179200000028e-10,114688000.0,5.092516220108799e-07,444248816,0.0,0.0,0.0514122226068124,0.03399133983973479,0.017420882767077605,249.78753447899786,923.2563910838494,5470644,3234000,2236644.0,108587300643,1231931,0.033991339674453,104.7241115469176,158.32403839031704,104.72411205616919,53.59992633414785,Mode,875,178,154,24.0,561.038961038961,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0575427682737185e-09,Infinity,8.534548416223949,7.168961578087237,0,2024-05-07 00:00:00.000 UTC,5.347737600000015e-10,505675776.0,1.6437794203238414e-06,444248816,0.0,0.0,0.13018464720225514,0.11524200779904584,0.014942639403209295,249.78753447899786,923.2563910838494,15587352,13503000,2084352.0,108587300643,1231931,0.11524200726427195,354.31031548175264,400.21334585800025,354.3103171255318,45.90302873246844,Base,3858,667,643,24.0,134.3701399688958,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,251.54014864756246,6.926093832367379,8.416240001533227,2460,2024-05-07 00:00:00.000 UTC,,,,444248816,0.00024705085805943596,0.7594610869711911,0.027247229681275367,0.008973973552346439,0.018273256128928928,249.78753447899786,923.2563910838494,3466866,1295676,2171190.0,108587300643,1231931,0.008726922694287,26.827403273648912,83.87826062866398,27.58686436062011,56.29139626804387,Ancient8,60,85,60,25.0,1440.0,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,9.546809549705884,7.253788445912817,0,2024-05-07 00:00:00.000 UTC,1.3369343999999999e-11,13369344.0,4.1099769937920006e-08,444248816,0.0,0.0,0.019631918200127815,0.003408211022614344,0.016223707177513473,249.78753447899786,923.2563910838494,2593584,357000,2236584.0,108587300643,1231931,0.003408211009245,10.482351867114302,60.313956454429714,10.482351908214072,49.831604546215644,Zora,102,41,17,24.0,5082.35294117647,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,263.68727175607756,7.262185686433527,7.170578306586329,779,2024-05-07 00:00:00.000 UTC,,,,444248816,8.2108680995676e-05,0.25237088160990684,0.017302489061008085,0.0029796747871436756,0.014322814273864408,249.78753447899786,923.2563910838494,2407742,410300,1997442.0,108587300643,1231931,0.0028975661061480004,8.905973195558056,53.1918603237514,9.158344077167964,44.03351624658344,Public Goods Network,19,42,19,23.0,4547.368421052632,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,5.36339812425,4.047906672467908,0,2024-05-18 00:00:00.000 UTC,6.160383999999999e-12,6160384.0,1.917263413248e-08,423675561,0.0,0.0,0.0016041237051619898,0.000901050891034384,0.0007030728141276059,222.9109723603071,589.003595255193,341688,168000,173688.0,108757760641,1082308,0.000901050884874,2.8043757895318535,4.995847592604042,2.804375808704487,2.191471783899555,BOB (Build on Bitcoin),47,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.06194690265487e-09,Infinity,8.291252281887902,7.063944528603371,0,2024-05-07 00:00:00.000 UTC,2.8311552000000134e-10,266600448.0,8.6985828728832e-07,444248816,0.0,0.0,0.07482681930546461,0.0590254252778755,0.01580139402758911,249.78753447899786,923.2563910838494,9355908,7119000,2236908.0,108587300643,1231931,0.05902542499476,181.37448114426593,229.9390593287511,181.3744820141243,48.56457731462679,OP Mainnet,2034,363,339,24.0,254.86725663716814,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,53.928277342345055,19.1984320365601,16.322186443708745,104578,2024-05-28 00:00:00.000 UTC,,,,329303329,0.04061932056555411,156.61866394522397,0.19158397934389954,0.08952297973003312,0.10206099961386642,523.6965054134749,2240.817571260801,10915936,4663036,6252900.0,108571473028,1105315,0.048903659164479016,188.80631852620934,739.4326732057069,345.4249824714333,394.00769073427364,Manta Pacific,143,215,143,72.0,604.1958041958042,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,201.1377145497965,5.53522877931213,5.617256654551502,3116,2024-05-25 00:00:00.000 UTC,,,,447844440,0.0002499615210490119,0.9364829364853057,0.020792288718479327,0.009084218204371013,0.011708070514108314,332.84024957949515,821.7501259862892,3725468,1641164,2084304.0,108693616461,1157033,0.008834256683322,33.0977325776523,77.91158997712584,34.0342155141376,43.87737446298824,Orderly,76,100,76,24.0,1136.842105263158,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,203.30728602992428,5.592524839111558,5.405381759630307,492,2024-05-25 00:00:00.000 UTC,,,,447844440,3.9860188917300004e-05,0.14921859556992573,0.012245921735485433,0.0014491797765092999,0.010796741958976133,332.84024957949515,821.7501259862892,2256534,259128,1997406.0,108693616461,1157033,0.001409319587592,5.2758422415282835,45.869913016190964,5.425060837098208,40.444852179092756,Lyra,12,35,12,23.0,7200.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,6.633294205826211,5.358210165274115,0,2024-05-25 00:00:00.000 UTC,2.7603763200000133e-10,276037632.0,1.03421164388352e-06,447844440,0.0,0.0,0.06387598542968194,0.048894011867182625,0.014981973562499315,332.84024957949515,821.7501259862892,10167078,7371000,2796078.0,108693616461,1157033,0.04889401159114498,183.1747506437032,239.32972010097413,183.17475167791488,56.15496842305924,OP Mainnet,2106,381,351,30.0,246.15384615384616,2880.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,6.927507508,4.458862094306225,0,2024-05-25 00:00:00.000 UTC,5.767167999999999e-12,5767168.0,2.162842927104e-08,447844440,0.0,0.0,0.001938218600201896,0.001163821267111168,0.000774397333090728,332.84024957949515,821.7501259862892,341676,168000,173676.0,108693616461,1157033,0.001163821261344,4.362733129468703,7.263353738428223,4.362733151097132,2.9006205873310913,BOB (Build on Bitcoin),44,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,705.28250117537,19.464198194875003,15.201146820110356,328,2024-05-28 00:00:00.000 UTC,,,,329303329,9.280529699316399e-05,0.3589199332114147,0.03504678412923729,0.003362790593732164,0.03168399353550513,523.6965054134749,2240.817571260801,2257084,172768,2084316.0,108571473028,1105315,0.003269985296739,12.646507713825013,135.31975296899617,13.005427647036427,122.31432532195973,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.008997429305913e-09,Infinity,17.38131516060669,16.633329305874874,0,2024-05-28 00:00:00.000 UTC,1.0289152000000029e-10,101974016.0,3.969482869964803e-07,329303329,0.0,0.0,0.31952687418886744,0.2839759271968833,0.03555094699198414,523.6965054134749,2240.817571260801,18475332,16338000,2137332.0,108571473028,1105315,0.283975927093992,1096.1386963557236,1233.212669266587,1096.138696752672,137.07397251391487,Blast,778,802,778,24.0,111.05398457583547,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,6.307994941875,5.357912524147056,0,2024-05-25 00:00:00.000 UTC,2.7525120000000003e-12,2752512.0,1.0316417597439999e-08,447844440,0.0,0.0,0.001990348263481566,0.001059743152987512,0.0009306051104940539,332.84024957949515,821.7501259862892,341688,168000,173688.0,108693616461,1157033,0.001059743150235,3.9686600848582896,7.4563284373428385,3.9686600951747075,3.4876683421681305,Mint,21,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,20.914982427714286,16.355295567866392,0,2024-05-28 00:00:00.000 UTC,2.2020096e-11,22020096.0,8.496409214975999e-08,329303329,0.0,0.0,0.04887780580833017,0.012298009689516097,0.036579796118814074,523.6965054134749,2240.817571260801,2824572,588000,2236572.0,108571473028,1105315,0.012298009667495998,47.45035796954721,188.66056375231375,47.4503580545113,141.21020569780245,Mode,168,52,28,24.0,3085.714285714286,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,164.5091715975639,4.534540600071772,4.534035311119105,5904,2024-05-25 00:00:00.000 UTC,,,,447844440,0.000388683268633788,1.456197531159062,0.04245232930413184,0.014101133456692791,0.028351195847439052,332.84024957949515,821.7501259862892,9362688,3109716,6252972.0,108693616461,1157033,0.013712450188059,51.373454018034096,159.0456500204327,52.82965154919319,106.21599847123952,Manta Pacific,144,216,144,72.0,600.0,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,591.6941188034781,16.222831222844523,16.022426998346663,492,2024-05-28 00:00:00.000 UTC,,,,329303329,0.00011521601750590798,0.44453018700161095,0.037599393681773806,0.004203400461163908,0.0333959932206099,523.6965054134749,2240.817571260801,2343432,259104,2084328.0,108571473028,1105315,0.004088184443658001,15.773054885439656,145.09029581180357,16.217585072441267,128.8727107393623,Public Goods Network,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,200.09243983311654,5.48190800102129,5.625717977986869,962,2024-05-25 00:00:00.000 UTC,,,,447844440,8.431151946433201e-05,0.3158279751161143,0.015135738070579835,0.003077433513613332,0.012058304556966503,332.84024957949515,821.7501259862892,2704805,561380,2143425.0,108693616461,1157033,0.0029931219941490006,11.212151383198577,56.68922510606686,11.527979358314688,45.16124574775217,Fraxtal,26,49,26,23.0,3323.076923076923,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,587.7046841903476,16.179064750297538,13.332682211233159,2911,2024-05-28 00:00:00.000 UTC,,,,329303329,0.0006830671677251919,2.636937325086955,0.03192480384363329,0.024805871507674188,0.0071189323359591,523.6965054134749,2240.817571260801,2067154,1533208,533946.0,108571473028,1105315,0.024122804339949004,93.12440647138376,123.26405457736867,95.76134379647071,27.502710780897953,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,16.724554455,15.732344540279033,0,2024-05-28 00:00:00.000 UTC,1.048576e-12,1048576.0,4.04890320896e-09,329303329,0.0,0.0,0.005741510483947735,0.002809725149488576,0.0029317853344591593,523.6965054134749,2240.817571260801,354354,168000,186354.0,108571473028,1105315,0.00280972514844,10.850546389695234,22.176664816020736,10.850546393744139,11.326118422276597,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,4.622521559652088,4.561320631872009,4.517657494503203,80124607,2024-05-25 00:00:00.000 UTC,,,,447844440,5.830785625870078,21844.062528633276,5.918518362164234,5.908862682448083,0.009655679716151583,332.84024957949515,821.7501259862892,1297565368,1295428048,2137320.0,108693616461,1157033,0.07807705657800301,292.50628786267816,22172.732087448578,22136.56881649594,36.163270952638364,Blast,817,841,817,24.0,105.75275397796818,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,672.4053127503757,16.559927086948786,22.917037319840777,2788,2024-05-28 00:00:00.000 UTC,,,,329303329,0.0007198548726043438,2.77895088861312,0.03350745165506362,0.02923622007346634,0.004271231581597284,523.6965054134749,2240.817571260801,1951858,1765480,186378.0,108571473028,1105315,0.028516365200862,110.08592609679025,129.50352117073504,112.86487698540333,16.638644185331717,Redstone,82,84,82,2.0,1053.658536585366,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,217.7949793408491,5.9812381884001065,5.634921567329325,328,2024-05-25 00:00:00.000 UTC,,,,447844440,2.8376840415988e-05,0.10636219405787017,0.012778383048323001,0.001033223009616988,0.011745160038706013,332.84024957949515,821.7501259862892,2257096,172744,2084352.0,108693616461,1157033,0.001004846169201,3.7663479361315555,47.88580226735426,3.8727101301894256,44.01309213716483,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,8.3316077330029,6.845987635378206,0,2024-05-10 00:00:00.000 UTC,2.7131904000000115e-10,271319040.0,8.097675450777599e-07,477049004,0.0,0.0,0.07567576774344224,0.06036249829692503,0.015313269446517218,234.86166309699357,913.4729827812484,9481824,7245000,2236824.0,108744747889,1154535,0.06036249802560598,179.17710399274694,224.62796223284414,179.1771048025145,45.450857430329656,OP Mainnet,2070,369,345,24.0,250.43478260869566,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,286.5090191565963,7.874417016364059,6.6343735210278085,779,2024-05-10 00:00:00.000 UTC,,,,477049004,8.882719791677999e-05,0.2629236807665629,0.018211126263780655,0.00323068431580578,0.014980441947974875,234.86166309699357,913.4729827812484,2668280,410276,2258004.0,108744747889,1154535,0.0031418571178890003,9.299351633638706,54.02895090344738,9.562275314405271,44.46667558904211,Public Goods Network,19,45,19,26.0,4547.368421052632,3323.076923076923,,2024-06-08 13:14:12.086207
OP Chain,,262.1692266834867,7.175178782916481,7.563367317453411,814,2024-05-10 00:00:00.000 UTC,,,,477049004,9.3116700095328e-05,0.27611958231140393,0.01851987076572846,0.0034082099218853286,0.015111660843843133,234.86166309699357,913.4729827812484,2473007,475000,1998007.0,108744747889,1154535,0.0033150932217899994,9.829502458621638,54.86747777357343,10.105622040933037,44.76185573264039,Fraxtal,22,45,22,23.0,3927.2727272727275,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,,659.4787710760219,16.232226612549496,17.3128575497561,1972,2024-05-28 00:00:00.000 UTC,,,,329303329,0.000498640570853608,1.9253107903503497,0.05899142592131231,0.020269765731248605,0.038721660190063706,523.6965054134749,2240.817571260801,3485320,1248736,2236584.0,108571473028,1105315,0.019771125160395,76.33900882359552,227.66359396734543,78.26431961394589,149.39927435339953,CyberConnect,58,82,58,24.0,1489.655172413793,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,6.6748623259999995,5.501771162754494,0,2024-05-25 00:00:00.000 UTC,2.1233664e-11,21233664.0,7.958250651648e-08,447844440,0.0,0.0,0.016602954005390382,0.003784646960075664,0.012818307045314718,332.84024957949515,821.7501259862892,2896851,567000,2329851.0,108693616461,1157033,0.003784646938842,14.184374815669493,62.18895549744778,14.184374895251999,48.00458060219578,Mode,162,52,27,25.0,3200.0,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,6.810110681930832,5.359519979005219,0,2024-05-25 00:00:00.000 UTC,3.9793459200000197e-10,397934592.0,1.4905896861696008e-06,447844440,0.0,0.0,0.08353516974869186,0.07236423650413162,0.01117093324456024,332.84024957949515,821.7501259862892,12710316,10626000,2084316.0,108693616461,1157033,0.07236423610619697,271.0478287995364,312.8995384368502,271.04783029012617,41.851708146724036,Base,3036,530,506,24.0,170.7509881422925,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,218.58897587888023,6.003043400600935,5.425189489242361,328,2024-05-25 00:00:00.000 UTC,,,,447844440,2.8487381830408e-05,0.10660816034185648,0.007633412526889324,0.001036989729193408,0.006596422797695916,332.84024957949515,821.7501259862892,1388632,172744,1215888.0,108693616461,1157033,0.001008502347363,3.774040216754134,28.58933405215377,3.8806483770959903,24.70868567505778,Aevo,8,22,8,14.0,10800.0,6171.428571428572,,2024-06-08 13:14:12.086207
